,word,category,sentiment
2341,deform,negative,-1
2342,pill,positive,1
2343,lost,negative,-1
2344,hyperbol,negative,-1
2345,tough,positive,1
2346,indel,positive,1
2347,ineptitud,negative,-1
2348,decomposit,negative,-1
2349,vengeanc,negative,-1
2350,limit,negative,-1
2351,unfriend,negative,-1
2352,warn,negative,-1
2353,hears,negative,-1
2354,alien,negative,-1
2355,aliv,positive,1
2356,mutabl,positive,1
2357,incubus,negative,-1
2358,sacrific,negative,-1
2359,despic,negative,-1
2360,gossip,negative,-1
2361,tariff,negative,-1
2362,crescendo,positive,1
2363,anim,positive,1
2364,bleak,negative,-1
2365,elect,positive,1
2366,sentiment,positive,1
2367,reimburs,positive,1
2368,feverish,negative,-1
2369,repar,positive,1
2370,materialist,negative,-1
2371,guis,negative,-1
2372,scapegoat,negative,-1
2373,lair,negative,-1
2374,weird,negative,-1
2375,laurel,positive,1
2376,wear,negative,-1
2377,acuiti,positive,1
2378,close,positive,1
2379,communic,positive,1
2380,prefer,positive,1
2381,good,positive,1
2382,slink,negative,-1
2383,perpetr,negative,-1
2384,slap,negative,-1
2385,friend,positive,1
2386,youth,positive,1
2387,comatos,negative,-1
2388,shoulder,positive,1
2389,invari,positive,1
2390,garden,positive,1
2391,commot,negative,-1
2392,spite,negative,-1
2393,illustr,positive,1
2394,commodor,positive,1
2395,wast,negative,-1
2396,heartfelt,positive,1
2397,theocrat,negative,-1
2398,antagonist,negative,-1
2399,luster,positive,1
2400,compensatori,positive,1
2401,tit,negative,-1
2402,remak,positive,1
2403,unjustifi,negative,-1
2404,harass,negative,-1
2405,lumber,negative,-1
2406,mump,negative,-1
2407,hearsay,negative,-1
2408,doom,negative,-1
2409,nay,negative,-1
2410,cheat,negative,-1
2411,cosi,positive,1
2412,laureat,positive,1
2413,falsifi,negative,-1
2414,manag,positive,1
2415,uneasi,negative,-1
2416,glad,positive,1
2417,talisman,positive,1
2418,decreas,negative,-1
2419,revok,negative,-1
2420,standoff,negative,-1
2421,retard,negative,-1
2422,hearth,positive,1
2423,oppos,negative,-1
2424,inquisit,positive,1
2425,tranquil,positive,1
2426,slaughter,negative,-1
2427,honor,positive,1
2428,desol,negative,-1
2429,doer,positive,1
2430,constip,negative,-1
2431,deliveri,positive,1
2432,relaps,negative,-1
2433,bureaucraci,negative,-1
2434,winc,negative,-1
2435,thrift,positive,1
2436,gregari,positive,1
2437,spear,negative,-1
2438,tribut,positive,1
2439,rifl,negative,-1
2440,evergreen,positive,1
2441,assassin,negative,-1
2442,unpleas,negative,-1
2443,true,positive,1
2444,critic,negative,-1
2445,winner,positive,1
2446,consider,positive,1
2447,hinder,negative,-1
2448,respons,positive,1
2449,foreclos,negative,-1
2450,prop,positive,1
2451,deform,negative,-1
2452,olfactori,negative,-1
2453,mediat,positive,1
2454,argu,negative,-1
2455,tact,positive,1
2456,sparkl,positive,1
2457,malic,negative,-1
2458,uneven,negative,-1
2459,disintegr,negative,-1
2460,enforc,negative,-1
2461,cloud,negative,-1
2462,unwis,negative,-1
2463,fictiti,negative,-1
2464,standstil,negative,-1
2465,hype,negative,-1
2466,mens,positive,1
2467,nobl,positive,1
2468,festiv,positive,1
2469,purgatori,negative,-1
2470,phonet,positive,1
2471,fratern,positive,1
2472,gloom,negative,-1
2473,solid,positive,1
2474,debat,positive,1
2475,unimport,negative,-1
2476,secess,negative,-1
2477,happili,positive,1
2478,contributor,positive,1
2479,oust,negative,-1
2480,frenzi,negative,-1
2481,uninfect,positive,1
2482,mutil,negative,-1
2483,gracious,positive,1
2484,esthet,positive,1
2485,untoward,negative,-1
2486,degrad,negative,-1
2487,endur,positive,1
2488,ardor,positive,1
2489,bondag,negative,-1
2490,associ,positive,1
2491,knot,negative,-1
2492,win,positive,1
2493,question,negative,-1
2494,undivid,positive,1
2495,scold,negative,-1
2496,harden,negative,-1
2497,benefici,positive,1
2498,villag,positive,1
2499,womb,positive,1
2500,unnatur,negative,-1
2501,stress,negative,-1
2502,neurot,negative,-1
2503,obstruct,negative,-1
2504,foreman,positive,1
2505,ghetto,negative,-1
2506,homolog,positive,1
2507,gauch,negative,-1
2508,forthcom,positive,1
2509,comprehens,positive,1
2510,ineffici,negative,-1
2511,immens,positive,1
2512,flaccid,negative,-1
2513,intoler,negative,-1
2514,tremor,negative,-1
2515,entrail,negative,-1
2516,promis,positive,1
2517,rivalri,negative,-1
2518,antipathi,negative,-1
2519,absente,negative,-1
2520,wail,negative,-1
2521,colic,negative,-1
2522,disus,negative,-1
2523,strateg,positive,1
2524,romantic,positive,1
2525,rosi,positive,1
2526,verg,negative,-1
2527,dissatisfact,negative,-1
2528,indign,negative,-1
2529,unconstitut,negative,-1
2530,easygo,positive,1
2531,twin,positive,1
2532,pull,positive,1
2533,degrad,negative,-1
2534,hopeless,negative,-1
2535,expect,positive,1
2536,small,negative,-1
2537,clumsi,negative,-1
2538,specul,negative,-1
2539,convict,negative,-1
2540,prodigi,positive,1
2541,fanci,positive,1
2542,extrem,negative,-1
2543,glide,positive,1
2544,read,positive,1
2545,illiter,negative,-1
2546,rebel,negative,-1
2547,vice,negative,-1
2548,galor,positive,1
2549,forbear,positive,1
2550,siren,negative,-1
2551,glow,positive,1
2552,invigor,positive,1
2553,sociabl,positive,1
2554,marrow,positive,1
2555,premis,positive,1
2556,classic,positive,1
2557,downfal,negative,-1
2558,worri,negative,-1
2559,sensat,positive,1
2560,sleet,negative,-1
2561,cradl,positive,1
2562,fluctuat,negative,-1
2563,daze,negative,-1
2564,divorc,negative,-1
2565,incest,negative,-1
2566,floral,positive,1
2567,releg,negative,-1
2568,constanc,positive,1
2569,schizophrenia,negative,-1
2570,unspeak,negative,-1
2571,presumptu,negative,-1
2572,heroin,negative,-1
2573,unrequit,negative,-1
2574,frigid,negative,-1
2575,exacerb,negative,-1
2576,suffer,negative,-1
2577,garrison,positive,1
2578,final,positive,1
2579,stillborn,negative,-1
2580,cool,positive,1
2581,lose,negative,-1
2582,stealthi,negative,-1
2583,noncompli,negative,-1
2584,meltdown,negative,-1
2585,fell,negative,-1
2586,redund,negative,-1
2587,meritori,positive,1
2588,rubbl,negative,-1
2589,curs,negative,-1
2590,enemi,negative,-1
2591,courag,positive,1
2592,brazen,negative,-1
2593,holocaust,negative,-1
2594,persist,positive,1
2595,treason,negative,-1
2596,squirm,negative,-1
2597,success,positive,1
2598,martyrdom,negative,-1
2599,proverbi,positive,1
2600,statement,positive,1
2601,preserv,positive,1
2602,peac,positive,1
2603,misinterpret,negative,-1
2604,join,positive,1
2605,interrupt,negative,-1
2606,hatr,negative,-1
2607,perturb,negative,-1
2608,loafer,negative,-1
2609,enslav,negative,-1
2610,boilerpl,negative,-1
2611,toil,negative,-1
2612,ghost,negative,-1
2613,compost,negative,-1
2614,retard,negative,-1
2615,chisel,positive,1
2616,veget,negative,-1
2617,intellectu,positive,1
2618,unfaith,negative,-1
2619,untidi,negative,-1
2620,copycat,negative,-1
2621,detect,positive,1
2622,purr,positive,1
2623,drown,negative,-1
2624,regent,positive,1
2625,unexplain,negative,-1
2626,frugal,positive,1
2627,somat,negative,-1
2628,laudabl,positive,1
2629,impractic,negative,-1
2630,exig,negative,-1
2631,falter,negative,-1
2632,rehabilit,positive,1
2633,pauciti,negative,-1
2634,abovement,positive,1
2635,restrict,negative,-1
2636,agre,positive,1
2637,devilish,negative,-1
2638,remiss,positive,1
2639,argument,negative,-1
2640,disapprov,negative,-1
2641,relax,positive,1
2642,crank,negative,-1
2643,cathedr,positive,1
2644,chican,negative,-1
2645,cheer,positive,1
2646,academi,positive,1
2647,archaeolog,positive,1
2648,defect,negative,-1
2649,accid,negative,-1
2650,inhospit,negative,-1
2651,leav,negative,-1
2652,detriment,negative,-1
2653,aground,negative,-1
2654,complain,negative,-1
2655,supplic,positive,1
2656,sore,negative,-1
2657,dupe,negative,-1
2658,imagin,positive,1
2659,uproar,negative,-1
2660,encroach,negative,-1
2661,delirium,negative,-1
2662,reckless,negative,-1
2663,gullibl,negative,-1
2664,sensibl,positive,1
2665,philanthropist,positive,1
2666,bloom,positive,1
2667,pomp,negative,-1
2668,balanc,positive,1
2669,fortress,positive,1
2670,banish,negative,-1
2671,pathet,negative,-1
2672,amus,positive,1
2673,creak,negative,-1
2674,bloodthirsti,negative,-1
2675,crypt,negative,-1
2676,gold,positive,1
2677,forag,negative,-1
2678,dread,negative,-1
2679,assent,positive,1
2680,eject,negative,-1
2681,fraud,negative,-1
2682,waterproof,positive,1
2683,loneli,negative,-1
2684,controversi,negative,-1
2685,pernici,negative,-1
2686,stormi,negative,-1
2687,catastroph,negative,-1
2688,vehement,negative,-1
2689,major,positive,1
2690,pinion,negative,-1
2691,spirit,positive,1
2692,treasur,positive,1
2693,deliri,negative,-1
2694,bitter,negative,-1
2695,strangl,negative,-1
2696,wen,negative,-1
2697,guilt,negative,-1
2698,reconstruct,positive,1
2699,object,negative,-1
2700,nomin,positive,1
2701,certainti,positive,1
2702,rigid,negative,-1
2703,incis,positive,1
2704,nullifi,negative,-1
2705,hemorrhoid,negative,-1
2706,racket,negative,-1
2707,appreci,positive,1
2708,confin,negative,-1
2709,attorney,positive,1
2710,repris,negative,-1
2711,ethic,positive,1
2712,deton,negative,-1
2713,aspir,positive,1
2714,guardian,positive,1
2715,blower,negative,-1
2716,intellig,positive,1
2717,astonish,positive,1
2718,explos,negative,-1
2719,bold,positive,1
2720,saint,positive,1
2721,cream,positive,1
2722,genius,positive,1
2723,inim,negative,-1
2724,stink,negative,-1
2725,firebal,positive,1
2726,peac,positive,1
2727,great,positive,1
2728,jargon,negative,-1
2729,prais,positive,1
2730,constrain,negative,-1
2731,pulpit,positive,1
2732,sunni,positive,1
2733,black,negative,-1
2734,abomin,negative,-1
2735,flush,positive,1
2736,revolv,negative,-1
2737,adept,positive,1
2738,footbal,positive,1
2739,rend,negative,-1
2740,ridicul,negative,-1
2741,ugli,negative,-1
2742,deprav,negative,-1
2743,disintegr,negative,-1
2744,volcano,negative,-1
2745,readi,positive,1
2746,easement,positive,1
2747,melodrama,negative,-1
2748,smooth,positive,1
2749,privileg,positive,1
2750,wench,negative,-1
2751,astut,positive,1
2752,moron,negative,-1
2753,contrast,negative,-1
2754,deaf,negative,-1
2755,disabl,negative,-1
2756,barrier,negative,-1
2757,decay,negative,-1
2758,gain,positive,1
2759,perplex,negative,-1
2760,composur,positive,1
2761,fece,negative,-1
2762,jeopard,negative,-1
2763,bedrock,positive,1
2764,calm,positive,1
2765,categor,positive,1
2766,affluent,positive,1
2767,voluptu,positive,1
2768,hostag,negative,-1
2769,strain,negative,-1
2770,ecstasi,positive,1
2771,chieftain,positive,1
2772,inadmiss,negative,-1
2773,rigid,negative,-1
2774,infantil,negative,-1
2775,eschew,negative,-1
2776,mortuari,negative,-1
2777,inimit,positive,1
2778,sluggish,negative,-1
2779,exclud,negative,-1
2780,numb,negative,-1
2781,athlet,positive,1
2782,trendi,positive,1
2783,contribut,positive,1
2784,silli,negative,-1
2785,wild,negative,-1
2786,apostl,positive,1
2787,tenanc,positive,1
2788,coerc,negative,-1
2789,loath,negative,-1
2790,miracl,positive,1
2791,virgin,positive,1
2792,luscious,positive,1
2793,dwarf,negative,-1
2794,tender,positive,1
2795,travesti,negative,-1
2796,favorit,positive,1
2797,interest,positive,1
2798,gull,negative,-1
2799,surrend,negative,-1
2800,madden,negative,-1
2801,give,positive,1
2802,melanchol,negative,-1
2803,muck,negative,-1
2804,humanitarian,positive,1
2805,infertil,negative,-1
2806,rubric,positive,1
2807,toothach,negative,-1
2808,prescient,positive,1
2809,adder,negative,-1
2810,import,positive,1
2811,reprint,negative,-1
2812,aristocrat,positive,1
2813,disconnect,negative,-1
2814,marvel,positive,1
2815,sanctuari,positive,1
2816,baptism,positive,1
2817,angina,negative,-1
2818,apathet,negative,-1
2819,paddl,positive,1
2820,reader,positive,1
2821,consider,positive,1
2822,growl,negative,-1
2823,ceremoni,positive,1
2824,suspicion,negative,-1
2825,hive,negative,-1
2826,condescend,negative,-1
2827,downi,positive,1
2828,elig,positive,1
2829,irrespons,negative,-1
2830,restrict,negative,-1
2831,gratitud,positive,1
2832,impound,negative,-1
2833,stone,negative,-1
2834,unten,negative,-1
2835,precious,positive,1
2836,dement,negative,-1
2837,clear,positive,1
2838,warlik,negative,-1
2839,prohibit,negative,-1
2840,thorn,negative,-1
2841,obstacl,negative,-1
2842,fractur,negative,-1
2843,garish,negative,-1
2844,cerebr,positive,1
2845,obstruct,negative,-1
2846,huff,negative,-1
2847,cutter,negative,-1
2848,regul,positive,1
2849,accus,negative,-1
2850,mandamus,negative,-1
2851,profici,positive,1
2852,mediterranean,positive,1
2853,marshal,positive,1
2854,indomit,positive,1
2855,tramp,negative,-1
2856,cadav,negative,-1
2857,offend,negative,-1
2858,deprav,negative,-1
2859,infarct,negative,-1
2860,panacea,positive,1
2861,champion,positive,1
2862,neglect,negative,-1
2863,gloomi,negative,-1
2864,build,positive,1
2865,succinct,positive,1
2866,repress,negative,-1
2867,lowest,negative,-1
2868,pervers,negative,-1
2869,disgust,negative,-1
2870,cad,negative,-1
2871,organ,positive,1
2872,shortcom,negative,-1
2873,playground,positive,1
2874,happi,positive,1
2875,cours,negative,-1
2876,green,positive,1
2877,profus,positive,1
2878,awkward,negative,-1
2879,insipid,negative,-1
2880,myopia,negative,-1
2881,paralyz,negative,-1
2882,laps,negative,-1
2883,partner,positive,1
2884,gabi,negative,-1
2885,spat,negative,-1
2886,lofti,negative,-1
2887,fungus,negative,-1
2888,eager,positive,1
2889,riot,negative,-1
2890,intract,negative,-1
2891,descript,positive,1
2892,real,positive,1
2893,poison,negative,-1
2894,obvious,positive,1
2895,conceit,negative,-1
2896,wireless,positive,1
2897,sarcoma,negative,-1
2898,suffoc,negative,-1
2899,organ,positive,1
2900,unders,negative,-1
2901,popular,positive,1
2902,phoenix,positive,1
2903,logic,positive,1
2904,chore,negative,-1
2905,impati,negative,-1
2906,sincer,positive,1
2907,polit,positive,1
2908,passiv,negative,-1
2909,handicap,negative,-1
2910,learn,positive,1
2911,sorter,positive,1
2912,entertain,positive,1
2913,rob,negative,-1
2914,burial,negative,-1
2915,devour,negative,-1
2916,compass,positive,1
2917,evas,negative,-1
2918,instig,negative,-1
2919,reform,positive,1
2920,blasphem,negative,-1
2921,hostil,negative,-1
2922,promiscu,negative,-1
2923,vigil,positive,1
2924,deliver,positive,1
2925,atroc,negative,-1
2926,jumbl,negative,-1
2927,shadi,negative,-1
2928,earn,positive,1
2929,breakneck,negative,-1
2930,halt,negative,-1
2931,profici,positive,1
2932,deterior,negative,-1
2933,intimid,negative,-1
2934,precinct,negative,-1
2935,bless,positive,1
2936,riotous,negative,-1
2937,health,positive,1
2938,uneasi,negative,-1
2939,dame,positive,1
2940,formless,negative,-1
2941,steal,negative,-1
2942,vernal,positive,1
2943,ach,negative,-1
2944,nasti,negative,-1
2945,chorus,positive,1
2946,credenc,positive,1
2947,wrong,negative,-1
2948,lamb,positive,1
2949,aggress,negative,-1
2950,shepherd,positive,1
2951,unquest,positive,1
2952,funk,negative,-1
2953,obligor,negative,-1
2954,excit,positive,1
2955,exist,positive,1
2956,blameless,positive,1
2957,attest,positive,1
2958,mumbl,negative,-1
2959,consist,positive,1
2960,maniac,negative,-1
2961,unquestion,positive,1
2962,reliev,positive,1
2963,steadfast,positive,1
2964,boy,negative,-1
2965,sonata,positive,1
2966,jealousi,negative,-1
2967,assembl,positive,1
2968,mate,positive,1
2969,shock,negative,-1
2970,improvis,positive,1
2971,plan,positive,1
2972,muscular,positive,1
2973,blur,negative,-1
2974,perk,positive,1
2975,immers,positive,1
2976,haunt,negative,-1
2977,wast,negative,-1
2978,afford,positive,1
2979,academ,positive,1
2980,hemorrhag,negative,-1
2981,bottom,negative,-1
2982,impot,negative,-1
2983,twitch,negative,-1
2984,anal,negative,-1
2985,litig,negative,-1
2986,efficaci,positive,1
2987,disapprov,negative,-1
2988,defend,positive,1
2989,hairi,negative,-1
2990,memor,positive,1
2991,honeymoon,positive,1
2992,scotch,negative,-1
2993,absenc,negative,-1
2994,threat,negative,-1
2995,prevent,positive,1
2996,defend,positive,1
2997,grate,positive,1
2998,tumultu,negative,-1
2999,astronom,positive,1
3000,amus,positive,1
3001,ideal,positive,1
3002,cute,positive,1
3003,superfici,negative,-1
3004,scrub,negative,-1
3005,irrit,negative,-1
3006,infinit,positive,1
3007,counsellor,negative,-1
3008,difficulti,negative,-1
3009,banish,negative,-1
3010,smell,negative,-1
3011,tyrann,negative,-1
3012,intrigu,negative,-1
3013,feign,negative,-1
3014,lemon,negative,-1
3015,god,positive,1
3016,save,positive,1
3017,prime,positive,1
3018,bigot,negative,-1
3019,attenu,negative,-1
3020,idolatri,negative,-1
3021,magnific,positive,1
3022,usual,positive,1
3023,recast,positive,1
3024,salvat,positive,1
3025,hope,positive,1
3026,ulcer,negative,-1
3027,die,negative,-1
3028,jeopardi,negative,-1
3029,bath,positive,1
3030,velveti,positive,1
3031,imped,negative,-1
3032,ingeni,positive,1
3033,tirad,negative,-1
3034,scholar,positive,1
3035,potabl,positive,1
3036,disregard,negative,-1
3037,coher,positive,1
3038,sorceri,negative,-1
3039,charm,positive,1
3040,spice,positive,1
3041,marriag,positive,1
3042,spree,negative,-1
3043,firstborn,positive,1
3044,unprepar,negative,-1
3045,obnoxi,negative,-1
3046,flaunt,negative,-1
3047,vixen,negative,-1
3048,bond,negative,-1
3049,insult,negative,-1
3050,cult,negative,-1
3051,stray,negative,-1
3052,crystal,positive,1
3053,antifung,positive,1
3054,dawn,positive,1
3055,prison,negative,-1
3056,prick,negative,-1
3057,masteri,positive,1
3058,hungri,negative,-1
3059,incompet,negative,-1
3060,alterc,negative,-1
3061,morbid,negative,-1
3062,pollut,negative,-1
3063,flagrant,negative,-1
3064,crimin,negative,-1
3065,displac,negative,-1
3066,repres,positive,1
3067,regal,positive,1
3068,blame,negative,-1
3069,reckless,negative,-1
3070,sea,positive,1
3071,dead,negative,-1
3072,aesthet,positive,1
3073,worn,negative,-1
3074,particip,positive,1
3075,eject,negative,-1
3076,repel,negative,-1
3077,failur,negative,-1
3078,upris,negative,-1
3079,majest,positive,1
3080,elit,positive,1
3081,unsupport,negative,-1
3082,din,negative,-1
3083,joke,positive,1
3084,cursori,negative,-1
3085,rape,negative,-1
3086,cyst,negative,-1
3087,habitat,positive,1
3088,jealous,negative,-1
3089,contemptu,negative,-1
3090,renew,positive,1
3091,tangl,negative,-1
3092,compat,positive,1
3093,tortious,negative,-1
3094,conceal,negative,-1
3095,perish,negative,-1
3096,fat,negative,-1
3097,depriv,negative,-1
3098,crush,negative,-1
3099,god,positive,1
3100,laughabl,negative,-1
3101,tired,negative,-1
3102,vultur,negative,-1
3103,movabl,positive,1
3104,theft,negative,-1
3105,goodwil,positive,1
3106,merriment,positive,1
3107,amiabl,positive,1
3108,church,positive,1
3109,irrevoc,negative,-1
3110,author,positive,1
3111,idler,negative,-1
3112,massacr,negative,-1
3113,product,positive,1
3114,resplend,positive,1
3115,inflat,negative,-1
3116,waffl,negative,-1
3117,support,positive,1
3118,recoveri,positive,1
3119,unscrupul,negative,-1
3120,wrong,negative,-1
3121,punch,negative,-1
3122,conduct,positive,1
3123,capitalist,positive,1
3124,electr,positive,1
3125,alien,negative,-1
3126,cleric,positive,1
3127,mutter,negative,-1
3128,entertain,positive,1
3129,better,positive,1
3130,diari,positive,1
3131,spurious,negative,-1
3132,mock,negative,-1
3133,touchi,negative,-1
3134,crap,negative,-1
3135,jubil,positive,1
3136,subpoena,negative,-1
3137,indign,negative,-1
3138,brutal,negative,-1
3139,charger,positive,1
3140,inspir,positive,1
3141,sonnet,positive,1
3142,jabber,negative,-1
3143,sanctif,positive,1
3144,empathi,positive,1
3145,yawn,negative,-1
3146,physiolog,positive,1
3147,unpaid,negative,-1
3148,patient,positive,1
3149,distort,negative,-1
3150,holi,positive,1
3151,suspici,negative,-1
3152,gymnast,positive,1
3153,recoup,positive,1
3154,reconcili,positive,1
3155,menial,negative,-1
3156,baseless,negative,-1
3157,callous,negative,-1
3158,revuls,negative,-1
3159,bloodi,negative,-1
3160,dilapid,negative,-1
3161,monsoon,negative,-1
3162,gash,negative,-1
3163,visionari,positive,1
3164,incendiari,negative,-1
3165,phantom,negative,-1
3166,diplomaci,positive,1
3167,seclud,negative,-1
3168,consecr,positive,1
3169,spite,negative,-1
3170,rectifi,positive,1
3171,damper,negative,-1
3172,skill,positive,1
3173,advanc,positive,1
3174,inflat,negative,-1
3175,raptor,negative,-1
3176,score,positive,1
3177,farc,negative,-1
3178,ungrat,negative,-1
3179,poke,negative,-1
3180,speedi,positive,1
3181,cough,negative,-1
3182,emeritus,positive,1
3183,stiff,negative,-1
3184,astray,negative,-1
3185,wise,positive,1
3186,trickeri,negative,-1
3187,lighthous,positive,1
3188,torment,negative,-1
3189,rod,positive,1
3190,peculiar,negative,-1
3191,quiescent,positive,1
3192,vener,positive,1
3193,delight,positive,1
3194,contempt,negative,-1
3195,snag,negative,-1
3196,hydrocephalus,negative,-1
3197,conspir,negative,-1
3198,optimist,positive,1
3199,varicos,negative,-1
3200,princ,positive,1
3201,compet,positive,1
3202,gluttoni,negative,-1
3203,mildew,negative,-1
3204,proud,positive,1
3205,luxuri,positive,1
3206,stupid,negative,-1
3207,gorgeous,positive,1
3208,need,negative,-1
3209,bad,negative,-1
3210,nigger,negative,-1
3211,iron,positive,1
3212,split,negative,-1
3213,agoni,negative,-1
3214,grandchildren,positive,1
3215,pretens,negative,-1
3216,timid,negative,-1
3217,anxieti,negative,-1
3218,withdraw,negative,-1
3219,engag,positive,1
3220,assuag,positive,1
3221,effemin,negative,-1
3222,unyield,negative,-1
3223,exclud,negative,-1
3224,unprotect,negative,-1
3225,tax,negative,-1
3226,mourn,negative,-1
3227,rencontr,negative,-1
3228,grandeur,positive,1
3229,sweeti,positive,1
3230,solac,positive,1
3231,generos,positive,1
3232,incas,negative,-1
3233,disappoint,negative,-1
3234,onus,negative,-1
3235,singl,positive,1
3236,unsatisfi,negative,-1
3237,percept,positive,1
3238,action,negative,-1
3239,nerv,positive,1
3240,earthquak,negative,-1
3241,deceiv,negative,-1
3242,intellect,positive,1
3243,masculin,positive,1
3244,unintellig,negative,-1
3245,payment,negative,-1
3246,tenaci,positive,1
3247,stab,negative,-1
3248,radio,positive,1
3249,forgotten,negative,-1
3250,dislik,negative,-1
3251,emul,positive,1
3252,riski,negative,-1
3253,oppress,negative,-1
3254,unbreak,positive,1
3255,jubile,positive,1
3256,antidot,positive,1
3257,homeless,negative,-1
3258,disput,negative,-1
3259,neat,positive,1
3260,patienc,positive,1
3261,undecid,negative,-1
3262,untrustworthi,negative,-1
3263,hustler,negative,-1
3264,fulfil,positive,1
3265,embargo,negative,-1
3266,drudgeri,negative,-1
3267,vanguard,positive,1
3268,crook,negative,-1
3269,effect,positive,1
3270,prosecut,negative,-1
3271,violenc,negative,-1
3272,butt,negative,-1
3273,irrefut,positive,1
3274,extermin,negative,-1
3275,perenni,positive,1
3276,suppli,positive,1
3277,picturesqu,positive,1
3278,spotless,positive,1
3279,derang,negative,-1
3280,tradit,positive,1
3281,technolog,positive,1
3282,reassur,positive,1
3283,effort,positive,1
3284,approv,positive,1
3285,coward,negative,-1
3286,malpractic,negative,-1
3287,inconveni,negative,-1
3288,conflagr,negative,-1
3289,sneer,negative,-1
3290,impot,negative,-1
3291,fume,negative,-1
3292,stud,positive,1
3293,copi,negative,-1
3294,insolv,negative,-1
3295,discord,negative,-1
3296,snicker,positive,1
3297,abduct,negative,-1
3298,pirat,negative,-1
3299,process,positive,1
3300,rough,negative,-1
3301,gallow,negative,-1
3302,swine,negative,-1
3303,repay,positive,1
3304,depress,negative,-1
3305,contravent,negative,-1
3306,usher,positive,1
3307,ovat,negative,-1
3308,leech,negative,-1
3309,sur,negative,-1
3310,ruffl,negative,-1
3311,regret,negative,-1
3312,scream,negative,-1
3313,forgiv,positive,1
3314,opportun,positive,1
3315,hunch,negative,-1
3316,pauper,negative,-1
3317,corros,negative,-1
3318,instrument,positive,1
3319,consol,positive,1
3320,venom,negative,-1
3321,ghast,negative,-1
3322,nonsens,negative,-1
3323,hiss,negative,-1
3324,protect,positive,1
3325,compassion,positive,1
3326,merci,positive,1
3327,collect,positive,1
3328,nadir,negative,-1
3329,litig,negative,-1
3330,attain,positive,1
3331,overestim,negative,-1
3332,ballot,positive,1
3333,lith,positive,1
3334,bugaboo,negative,-1
3335,philanthropi,positive,1
3336,nuisanc,negative,-1
3337,guru,positive,1
3338,skill,positive,1
3339,gnome,negative,-1
3340,compos,positive,1
3341,vital,positive,1
3342,mum,negative,-1
3343,retract,negative,-1
3344,undermin,negative,-1
3345,innoc,positive,1
3346,ban,negative,-1
3347,alli,positive,1
3348,neuralgia,negative,-1
3349,enhanc,positive,1
3350,fudg,negative,-1
3351,navig,positive,1
3352,mule,negative,-1
3353,impati,negative,-1
3354,punish,negative,-1
3355,grit,positive,1
3356,invas,negative,-1
3357,cut,negative,-1
3358,resent,negative,-1
3359,lag,negative,-1
3360,culpabl,negative,-1
3361,disqualifi,negative,-1
3362,call,negative,-1
3363,victori,positive,1
3364,unsung,negative,-1
3365,desir,positive,1
3366,fiasco,negative,-1
3367,desist,negative,-1
3368,spacious,positive,1
3369,cogent,positive,1
3370,accolad,positive,1
3371,electr,positive,1
3372,fright,negative,-1
3373,wrench,negative,-1
3374,dissolut,negative,-1
3375,leprosi,negative,-1
3376,format,positive,1
3377,servitud,negative,-1
3378,bust,negative,-1
3379,pimpl,negative,-1
3380,jornada,negative,-1
3381,distract,negative,-1
3382,convict,negative,-1
3383,daughter,positive,1
3384,mirth,positive,1
3385,grimi,negative,-1
3386,punish,negative,-1
3387,exceed,positive,1
3388,suck,negative,-1
3389,antiqu,positive,1
3390,idioci,negative,-1
3391,reject,negative,-1
3392,pervert,negative,-1
3393,replet,positive,1
3394,oppressor,negative,-1
3395,hiss,negative,-1
3396,repos,positive,1
3397,tender,positive,1
3398,flag,negative,-1
3399,tort,negative,-1
3400,soot,negative,-1
3401,diabol,negative,-1
3402,freeli,positive,1
3403,exemplari,positive,1
3404,trend,positive,1
3405,ram,negative,-1
3406,handi,positive,1
3407,extens,positive,1
3408,disturb,negative,-1
3409,eager,positive,1
3410,meander,negative,-1
3411,deris,negative,-1
3412,feud,negative,-1
3413,irrelev,negative,-1
3414,prosper,positive,1
3415,blind,negative,-1
3416,maladi,negative,-1
3417,point,positive,1
3418,credit,positive,1
3419,ripe,positive,1
3420,sweet,positive,1
3421,gruff,negative,-1
3422,delug,negative,-1
3423,cruciat,negative,-1
3424,blob,negative,-1
3425,priesthood,positive,1
3426,envious,negative,-1
3427,monster,negative,-1
3428,utopian,positive,1
3429,palat,positive,1
3430,convers,positive,1
3431,mislead,negative,-1
3432,desert,negative,-1
3433,overdo,negative,-1
3434,inform,positive,1
3435,slender,positive,1
3436,cathart,positive,1
3437,calf,positive,1
3438,rust,negative,-1
3439,bulli,negative,-1
3440,chronic,negative,-1
3441,storm,negative,-1
3442,complet,positive,1
3443,miseri,negative,-1
3444,chaff,negative,-1
3445,captain,positive,1
3446,soup,positive,1
3447,vicar,positive,1
3448,kern,negative,-1
3449,buoy,positive,1
3450,shipwreck,negative,-1
3451,legibl,positive,1
3452,doctor,positive,1
3453,watch,positive,1
3454,fatal,negative,-1
3455,peerless,positive,1
3456,hydra,negative,-1
3457,insan,negative,-1
3458,aesthet,positive,1
3459,penal,negative,-1
3460,odious,negative,-1
3461,fruit,positive,1
3462,tedium,negative,-1
3463,plunder,negative,-1
3464,mischiev,negative,-1
3465,victim,negative,-1
3466,outlandish,negative,-1
3467,disson,negative,-1
3468,lockup,negative,-1
3469,sloppi,negative,-1
